code	desc
protected long parsedate ( ) throws ioexception { if ( _utccalendar == null ) _utccalendar = calendar . getinstance ( timezone . gettimezone ( _str ) ) ; return parsedate ( _utccalendar ) ; }	parses a date value from the stream .
@ override public request < list < builderstatus > > builds ( projectreference projectreference ) { list < dummybuilderstatus > current = currentbuilderstatuses . get ( projectreference . name ( ) ) ; list < builderstatus > update = new arraylist < > ( ) ; if ( current != null ) { for ( dummybuilderstatus dummybuilderstatus : current ) { update . add ( dummybuilderstatus ) ; } } return new dummyrequest < > ( update ) ; }	gets the project builds for the given project.
public string lookahead ( ) { if ( buf != null ) { return new string ( buf , bufpos , buf . length - bufpos ) ; } else { return text . substring ( pos . getindex ( ) ) ; } }	returns a string containing the remainder of the characters to be returned by this iterator , without any option processing.
protected int entityindex ( entity entity ) { return arrays . binarysearch ( entities , entity ) ; }	check whether the device contains the specified entity.
public void runtest ( ) throws throwable { document doc ; nodelist elementlist ; node namenode ; characterdata child ; doc = ( document ) load ( _str , _bool ) ; elementlist = doc . getelementsbytagname ( _str ) ; namenode = elementlist . item ( _num ) ; child = ( characterdata ) namenode . getfirstchild ( ) ; { boolean success = _bool ; try { child . insertdata ( - _num , _str ) ; } catch ( domexception ex ) { success = ( ex . code == domexception . index_size_err ) ; } asserttrue ( _str , success ) ; } }	runs the test case .
public abstract boolean isloggable ( level level ) ;	" logger like " api to be used by rmi implementation.
public string replacetokens ( string querystring , string replacement , string ... nonreplacementtokenprefixes ) { matcher matcher = tokenpattern . matcher ( querystring ) ; stringbuffer buf = new stringbuffer ( ) ; while ( matcher . find ( ) ) { string origtoken = matcher . group ( _num ) ; if ( origtoken != null ) { matcher . appendreplacement ( buf , _str ) ; if ( tokenstartswithprefix ( origtoken , nonreplacementtokenprefixes ) ) { buf . append ( _str + origtoken + _str ) ; } else { buf . append ( replacement ) ; } } } matcher . appendtail ( buf ) ; return buf . tostring ( ) ; }	replaces a query string with tokens of format $ { token - name } with the specified replacement string for all tokens .
public boolean isplural ( ) { return typestring . contains ( suffix_plural ) ; }	determine if the expression is in plural form .
public void insert ( forceitem item ) { try { insert ( item , root , xmin , ymin , xmax , ymax ) ; } catch ( stackoverflowerror e ) { e . printstacktrace ( ) ; } }	inserts an item into the quadtree .
private void handlehovering ( int x , int y ) { handlecellhover ( x , y ) ; if ( columnheadersvisible ) { handlehoveroncolumnheader ( x , y ) ; } }	handles the assignment of the correct values to the hover * field variables that let the painting code now what to paint as hovered .
public static void drawcircledtext ( graphics2d g , font font , string text , int x , int y ) { graphics2d g2 = ( graphics2d ) g . create ( ) ; g2 . setfont ( font ) ; fontmetrics fm = g2 . getfontmetrics ( ) ; int padding = _num ; rectangle2d bounds = fm . getstringbounds ( text , g2 ) ; double th = bounds . getheight ( ) ; double tw = bounds . getwidth ( ) ; float radius = ( float ) ( math . max ( th , tw ) / _num + padding ) ; ellipse2d . float circle = new ellipse2d . float ( x - radius , y - radius , _num * radius + _num , _num * radius + _num ) ; g2 . fill ( circle ) ; g2 . setcolor ( color . black ) ; g2 . drawstring ( text , ( int ) ( x - tw / _num ) , ( y + fm . getascent ( ) / _num ) ) ; if ( debug ) { g2 . setcolor ( color . red ) ; g2 . drawline ( x - _num , y , x + _num , y ) ; g2 . drawline ( x , y - _num , x , y + _num ) ; } g2 . dispose ( ) ; }	utility function to draw a circle text centered at coordinates ( x , y ).
private void registerend ( final string prefixsingular , final string prefixplural , final string endstring ) { prefixendlist . add ( new prefixentry ( endstring , prefixsingular , prefixplural ) ) ; registerprefix ( prefixsingular , prefixplural ) ; }	define the singular and plural prefix strings for an item name to be matched at the end , for example " bottle of.
public void addobserver ( observer observer ) { observers . add ( observer ) ; }	sets the observer , which will observe the iterator returned in the next call to iterator ( ) method.
public string tostring ( ) { return _str + subjectpublickeyinfo . tostring ( ) + _str + subject + _str + _str + _str + attributeset . tostring ( ) + _str ; }	provides a short description of this request .
public systempropertiestablemodel ( ) { columnnames = new string [ _num ] ; columnnames [ _num ] = res . getstring ( _str ) ; columnnames [ _num ] = res . getstring ( _str ) ; data = new object [ _num ] [ _num ] ; }	construct a new systempropertiestablemodel .
public boolean canceljob ( long id , boolean ispersistent ) { jobholder holder ; synchronized ( getnextjoblock ) { if ( jobconsumerexecutor . isrunning ( id , ispersistent ) ) return _bool ; if ( ispersistent ) { synchronized ( persistentjobqueue ) { holder = persistentjobqueue . findjobbyid ( id ) ; if ( holder == null ) return _bool ; persistentjobqueue . remove ( holder ) ; } } else { synchronized ( nonpersistentjobqueue ) { holder = nonpersistentjobqueue . findjobbyid ( id ) ; if ( holder == null ) return _bool ; nonpersistentjobqueue . remove ( holder ) ; } } } basejob basejob = holder . getbasejob ( ) ; if ( dependencyinjector != null ) { dependencyinjector . inject ( basejob ) ; } basejob . oncancel ( ) ; return _bool ; }	cancels job which is waiting to be run .
public static boolean issimplematchpattern ( string str ) { return str . indexof ( _str ) != - _num ; }	is the str a simple match pattern .
public string readscript ( string fname ) throws ioexception { stringbuilder sb = new stringbuilder ( ) ; bufferedreader in = null ; try { if ( fname . startswith ( _str ) || fname . startswith ( _str ) ) { filesystem fs = filesystem . get ( configurationmanager . getcachedjobconf ( ) ) ; path scriptpath = new path ( fname ) ; in = new bufferedreader ( new inputstreamreader ( fs . open ( scriptpath ) ) ) ; } else { in = new bufferedreader ( new filereader ( fname ) ) ; } string tmp = null ; while ( ( tmp = in . readline ( ) ) != null ) { sb . append ( tmp ) ; sb . append ( _str ) ; } } finally { ioutilfunctions . closesilently ( in ) ; } return sb . tostring ( ) ; }	read a dml or pydml file as a string .
public static binaryfieldaccessor create ( field field , int id ) { binarywritemode mode = binaryutils . mode ( field . gettype ( ) ) ; switch ( mode ) { case p_byte : return new byteprimitiveaccessor ( field , id ) ; case p_boolean : return new booleanprimitiveaccessor ( field , id ) ; case p_short : return new shortprimitiveaccessor ( field , id ) ; case p_char : return new charprimitiveaccessor ( field , id ) ; case p_int : return new intprimitiveaccessor ( field , id ) ; case p_long : return new longprimitiveaccessor ( field , id ) ; case p_float : return new floatprimitiveaccessor ( field , id ) ; case p_double : return new doubleprimitiveaccessor ( field , id ) ; case byte : case boolean : case short : case char : case int : case long : case float : case double : case decimal : case string : case uuid : case date : case timestamp : case byte_arr : case short_arr : case int_arr : case long_arr : case float_arr : case double_arr : case char_arr : case boolean_arr : case decimal_arr : case string_arr : case uuid_arr : case date_arr : case timestamp_arr : case enum_arr : case object_arr : case binary_obj : case binary : return new defaultfinalclassaccessor ( field , id , mode , _bool ) ; default : return new defaultfinalclassaccessor ( field , id , mode , ! u . isfinal ( field . gettype ( ) ) ) ; } }	create accessor for the field .
private string result ( httpurlconnection conn , boolean input ) throws ioexception { stringbuffer sb = new stringbuffer ( ) ; if ( input ) { inputstream is = conn . getinputstream ( ) ; bufferedreader reader = new bufferedreader ( new inputstreamreader ( is , _str ) ) ; string line = null ; while ( ( line = reader . readline ( ) ) != null ) { sb . append ( line ) ; } reader . close ( ) ; is . close ( ) ; } map < string , object > result = new hashmap < string , object > ( ) ; result . put ( _str , conn . getresponsecode ( ) ) ; result . put ( _str , conn . getresponsemessage ( ) ) ; result . put ( _str , conn . getcontenttype ( ) ) ; result . put ( _str , sb ) ; string output = string . valueof ( conn . getresponsecode ( ) ) ; setoutputresponsecode ( output ) ; gson gson = new gson ( ) ; string json = gson . tojson ( result ) ; logger . info ( _str + json ) ; return json ; }	report the result in json way.
public boolean isbannedmethod ( string sig ) { return banned_methods . contains ( sig ) ; }	used by the specification create to check if a method is legal to put in the spec.
private void attachplot ( svgplot newplot ) { this . plot = newplot ; if ( newplot == null ) { super . setsvgdocument ( null ) ; return ; } newplot . synchronizewith ( synchronizer ) ; super . setsvgdocument ( newplot . getdocument ( ) ) ; super . setdisableinteractions ( newplot . getdisableinteractions ( ) ) ; }	attach to a new plot , and display .
public e take ( ) throws interruptedexception { final reentrantlock lock = this . lock ; lock . lockinterruptibly ( ) ; try { for ( ; ; ) { e first = q . peek ( ) ; if ( first == null ) available . await ( ) ; else { long delay = first . getdelay ( nanoseconds ) ; if ( delay <= _num ) return q . poll ( ) ; first = null ; if ( leader != null ) available . await ( ) ; else { thread thisthread = thread . currentthread ( ) ; leader = thisthread ; try { available . awaitnanos ( delay ) ; } finally { if ( leader == thisthread ) leader = null ; } } } } } finally { if ( leader == null && q . peek ( ) != null ) available . signal ( ) ; lock . unlock ( ) ; } }	retrieves and removes the head of this queue , waiting if necessary until an element with an expired delay is available on this queue .
public void shutdown ( ) throws exception { try { if ( solrclient != null ) solrclient . close ( ) ; list < callable < jettysolrrunner > > shutdowns = new arraylist < > ( jettys . size ( ) ) ; for ( final jettysolrrunner jetty : jettys ) { shutdowns . add ( null ) ; } jettys . clear ( ) ; collection < future < jettysolrrunner > > futures = executor . invokeall ( shutdowns ) ; exception shutdownerror = checkforexceptions ( _str , futures ) ; if ( shutdownerror != null ) { throw shutdownerror ; } } finally { executor . shutdown ( ) ; executor . awaittermination ( _num , timeunit . seconds ) ; try { if ( ! externalzkserver ) { zkserver . shutdown ( ) ; } } finally { system . clearproperty ( _str ) ; } } }	shut down the cluster , including all solr nodes and zookeeper.
private static control createrequestcontrol ( final class clazz , final class [ ] paramtypes , final object [ ] params ) { constructor constructor = classutils . getconstructorifavailable ( clazz , paramtypes ) ; if ( constructor == null ) { ldapexceptionutils . generateerrorexception ( ldaperrorcodes . err_10005_control_contructor_not_found , new string [ ] { clazz . tostring ( ) , stringutils . arraytocommadelimitedstring ( paramtypes ) } , logger ) ; } control result = null ; try { result = ( control ) constructor . newinstance ( params ) ; } catch ( exception e ) { ldapexceptionutils . generateerrorexception ( ldaperrorcodes . err_10006_control_instance_failed , new string [ ] { clazz . tostring ( ) , stringutils . arraytocommadelimitedstring ( paramtypes ) , stringutils . arraytocommadelimitedstring ( params ) } , logger , e ) ; } return result ; }	permite crear una instancia de la clase pasada como parametro .
private static boolean isincornertargetzone ( float x , float y , float handlex , float handley , float targetradius ) { return math . abs ( x - handlex ) <= targetradius && math . abs ( y - handley ) <= targetradius ; }	determines if the specified coordinate is in the target touch zone for a corner handle .
public boolean isnewstate ( ) { return filename . equals ( _str ) ; }	tells whether this session is in a new state or not.
public boolean offer ( e e ) { final reentrantlock lock = this . lock ; lock . lock ( ) ; try { q . offer ( e ) ; if ( q . peek ( ) == e ) { leader = null ; available . signal ( ) ; } return _bool ; } finally { lock . unlock ( ) ; } }	inserts the specified element into this delay queue .
public void updateleaguehistory ( ) { collections . sort ( teamlist , new teamcomppoll ( ) ) ; string [ ] yeartop10 = new string [ _num ] ; team tt ; for ( int i = _num ; i < _num ; ++ i ) { tt = teamlist . get ( i ) ; yeartop10 [ i ] = tt . abbr + _str + tt . wins + _str + tt . losses + _str ; } leaguehistory . add ( yeartop10 ) ; }	at the end of the year , record the top 10 teams for the league ' s history .
public suffixfilefilter ( string [ ] suffixes , iocase casesensitivity ) { if ( suffixes == null ) { throw new illegalargumentexception ( _str ) ; } this . suffixes = new string [ suffixes . length ] ; system . arraycopy ( suffixes , _num , this . suffixes , _num , suffixes . length ) ; this . casesensitivity = casesensitivity == null ? iocase . sensitive : casesensitivity ; }	constructs a new suffix file filter for an array of suffixs specifying case - sensitivity.
private void updatefont ( ) { string fontname = fontlist . getvalue ( ) ; integer fontsize = fallback_font_size ; try { fontsize = integer . parseint ( fontsizelist . getvalue ( ) ) ; } catch ( numberformatexception ex ) { } font = new font ( fontname , font . plain , fontsize ) ; preview . setfont ( font ) ; }	creates a new font based on the current settings and also updates the preview.
public static properties readpropertyfilefromfilesystem ( final file propertyfilelocation ) throws configurationexception { final properties fileproperties = new properties ( ) ; try { final inputstream inputstream = new fileinputstream ( propertyfilelocation ) ; fileproperties . load ( inputstream ) ; inputstream . close ( ) ; } catch ( ioexception e ) { throw new configurationexception ( _str , e ) ; } return fileproperties ; }	reads a property file into a properties object .
public void test_getcurve ( ) { assertequals ( _str , curve , ecps . getcurve ( ) ) ; }	test for getcurve ( ) method.
@ override public void close ( ) throws ioexception { finputstream . close ( ) ; }	close the stream . once a stream has been closed , further read ( ) , ready ( ) , mark ( ) , or reset ( ) invocations will throw an ioexception . closing a previously - closed stream , however , has no effect .
public static void sleep ( ) { try { thread . sleep ( testsettings . response_wait ) ; } catch ( interruptedexception e ) { } }	current thread sleeps for a predefined amount of time.
public void add ( uri uri , httpcookie cookie ) { if ( cookie == null ) { throw new nullpointerexception ( _str ) ; } lock . lock ( ) ; try { cookiejar . remove ( cookie ) ; if ( cookie . getmaxage ( ) != _num ) { cookiejar . add ( cookie ) ; if ( cookie . getdomain ( ) != null ) { addindex ( domainindex , cookie . getdomain ( ) , cookie ) ; } if ( uri != null ) { addindex ( uriindex , geteffectiveuri ( uri ) , cookie ) ; } } } finally { lock . unlock ( ) ; } }	add one cookie into cookie store .
public void delete ( randomaccessfile raf , randomaccessfile tempraf ) throws ioexception , cannotwriteexception { flactag emptytag = new flactag ( null , new arraylist < metadatablockdatapicture > ( ) ) ; raf . seek ( _num ) ; tempraf . seek ( _num ) ; write ( emptytag , raf , tempraf ) ; }	delete tag from file.
void show ( rectangle bounds ) { if ( ! iscreated ( ) ) { return ; } if ( log . isloggable ( platformlogger . level . finer ) ) { log . finer ( _str + getwindow ( ) + _str + bounds ) ; } xtoolkit . awtlock ( ) ; try { reshape ( bounds . x , bounds . y , bounds . width , bounds . height ) ; xsetvisible ( _bool ) ; tofront ( ) ; selectitem ( getfirstselectableitem ( ) , _bool ) ; } finally { xtoolkit . awtunlock ( ) ; } }	init window if it ' s not inited yet and show it at specified coordinates.
void downcase ( final stringbuffer text , final int leng ) { for ( int i = _num ; i < leng ; i ++ ) { if ( character . isuppercase ( text . charat ( i ) ) ) { text . setcharat ( i , character . tolowercase ( text . charat ( i ) ) ) ; } } }	lowercase the characters up to the given length.
public int indexofkey ( object key ) { return key == null ? indexofnull ( ) : indexof ( key , key . hashcode ( ) ) ; }	returns the index of a key in the set .
public void releaseexternalresources ( ) { if ( ! isclosed . get ( ) ) { logger . info ( _str ) ; actorconfig . shutdownactorsystemforce ( ) ; httpclientstore . shutdown ( ) ; tcpsshpingresourcestore . shutdown ( ) ; taskmanager . cleanwaittaskqueue ( ) ; taskmanager . cleaninprogressjobmap ( ) ; isclosed . set ( _bool ) ; logger . info ( _str + _str + _str ) ; } else { logger . debug ( _str ) ; } }	releases the external resources that this object depends on.
@ override public enumeration < option > listoptions ( ) { vector < option > newvector = new vector < option > ( _num ) ; newvector . addelement ( new option ( _str , _str , _num , _str ) ) ; newvector . addelement ( new option ( _str + _str + _str , _str , _num , _str ) ) ; newvector . addelement ( new option ( _str + _str + _str , _str , _num , _str ) ) ; newvector . addelement ( new option ( _str , _str , _num , _str ) ) ; return newvector . elements ( ) ; }	returns an enumeration describing the available options .
public static bytestonamecanonicalizer createroot ( ) { long now = system . currenttimemillis ( ) ; int seed = ( ( ( int ) now ) + ( ( int ) now > > > _num ) ) | _num ; return createroot ( seed ) ; }	factory method to call to create a symbol table instance with a randomized seed value .
public void fillfieldvalues ( list < synapseupdaterule > rulelist ) { hebbianrule synapseref = ( hebbianrule ) rulelist . get ( _num ) ; if ( ! networkutils . isconsistent ( rulelist , hebbianrule . class , _str ) ) { tflearningrate . settext ( simbrainconstants . null_string ) ; } else { tflearningrate . settext ( double . tostring ( synapseref . getlearningrate ( ) ) ) ; } }	populate fields with current data .
public static int countargumentplaceholders ( final string messagepattern ) { if ( messagepattern == null ) { return _num ; } final int delim = messagepattern . indexof ( delim_start ) ; if ( delim == - _num ) { return _num ; } int result = _num ; boolean isescaped = _bool ; for ( int i = _num ; i < messagepattern . length ( ) ; i ++ ) { final char curchar = messagepattern . charat ( i ) ; if ( curchar == escape_char ) { isescaped = ! isescaped ; } else if ( curchar == delim_start ) { if ( ! isescaped && i < messagepattern . length ( ) - _num && messagepattern . charat ( i + _num ) == delim_stop ) { result ++ ; i ++ ; } isescaped = _bool ; } else { isescaped = _bool ; } } return result ; }	counts the number of unescaped placeholders in the given messagepattern .
protected abstract boolean isendofchunk ( char currprefix , string currlabel , char nextprefix , string nextlabel ) ;	determines whether the current outcome represents the end of a chunk.
public void clear ( ) { set . clear ( ) ; firecontentschanged ( this , _num , _num ) ; }	clears this list model .
static string tostring ( @ notnull final bytes buffer , long position , long len ) throws bufferunderflowexception { final long pos = buffer . readposition ( ) ; final long limit = buffer . readlimit ( ) ; buffer . readpositionremaining ( position , len ) ; try { final stringbuilder builder = new stringbuilder ( ) ; while ( buffer . readremaining ( ) > _num ) { builder . append ( ( char ) buffer . readbyte ( ) ) ; } return builder . tostring ( ) ; } finally { buffer . readlimit ( limit ) ; buffer . readposition ( pos ) ; } }	the buffer is not modified by this call.
void collectunresponsivemembers ( set s ) { if ( stillwaiting ( ) ) { internaldistributedmember [ ] memberlist = getmembers ( ) ; synchronized ( memberlist ) { for ( int i = _num ; i < memberlist . length ; i ++ ) { internaldistributedmember m = memberlist [ i ] ; if ( m != null ) { s . add ( m ) ; } } } } }	adds any unresponsive members to s.
private void initfromauthheader ( string authheader ) { this . authheader = authheader ; if ( authheader == null ) throw new nullpointerexception ( _str ) ; matcher authmatcher = scheme_pattern . matcher ( authheader ) ; if ( ! authmatcher . matches ( ) ) { throw new illegalstateexception ( _str + authheader ) ; } scheme = authmatcher . group ( _num ) ; if ( authmatcher . groupcount ( ) > _num ) { matcher parammatcher = param_pattern . matcher ( authmatcher . group ( _num ) ) ; while ( parammatcher . find ( ) ) { string value = parammatcher . group ( _num ) ; if ( value == null ) { value = parammatcher . group ( _num ) ; } parameters . put ( parammatcher . group ( _num ) , value ) ; } } }	initializes internal state from the contents of a www - authenticate header .
public string tostring ( ) { string s = _str ; hexdumpencoder encoder = new hexdumpencoder ( ) ; s += encoder . encodebuffer ( octetstring ) ; s += _str ; return ( s ) ; }	returns a printable representation of the keyusage .
public static void addstartuplistener ( startuplistener s ) { s_startuplisteners . add ( s ) ; }	add a listener to be notified when startup is complete.
public void testwrite2 ( ) throws exception { byte [ ] data = new byte [ ] { - _num , - _num , - _num , - _num , - _num , _num , _num , _num , _num , _num } ; testoutputstream tos = new testoutputstream ( ) ; cipheroutputstream cos = new cipheroutputstream ( tos , new nullcipher ( ) ) ; cos . write ( data ) ; cos . flush ( ) ; byte [ ] result = tos . tobytearray ( ) ; if ( ! arrays . equals ( result , data ) ) { fail ( _str ) ; } try { cos . write ( null ) ; fail ( _str ) ; } catch ( nullpointerexception e ) { } }	write ( byte [ ] b ) method testing.
@ visiblefortesting static boolean shouldopenafterdownload ( downloadinfo downloadinfo ) { string type = downloadinfo . getmimetype ( ) ; return downloadinfo . hasusergesture ( ) && ! isattachment ( downloadinfo . getcontentdisposition ( ) ) && mime_types_to_open . contains ( type ) ; }	determines if the download should be immediately opened after downloading .
@ transactional public void save ( final list < workflowmatrix > actualworkflowmatrixdetails , final string [ ] departments ) { for ( final string dept : departments ) { for ( final workflowmatrix workflowmatrix : actualworkflowmatrixdetails ) { final workflowmatrix wfobj = workflowmatrix . clone ( ) ; if ( dept . equals ( default ) ) { wfobj . setdepartment ( _str ) ; } else { wfobj . setdepartment ( dept ) ; } workflowmatrixrepository . save ( wfobj ) ; } } }	this method saves the workflow matrix details for every department selected.
public void write ( string file ) throws exception { write ( new file ( file ) ) ; }	writes the current dom document into the given file .
private static boolean fieldsequal ( object a , object b ) { return a == b || ( a != null && a . equals ( b ) ) ; }	checks to see if two objects are equal either as nulls or through their comparator.
public static string quoteifneeded ( string s , string delim ) { if ( s == null ) return null ; if ( s . length ( ) == _num ) return _str ; for ( int i = _num ; i < s . length ( ) ; i ++ ) { char c = s . charat ( i ) ; if ( c == _str || c == _str || c == _str || character . iswhitespace ( c ) || delim . indexof ( c ) >= _num ) { stringbuffer b = new stringbuffer ( s . length ( ) + _num ) ; quote ( b , s ) ; return b . tostring ( ) ; } } return s ; }	quote a string . the string is quoted only if quoting is required due to embedded delimiters , quote characters or the empty string .
public static void report ( ) { if ( license . isdeveloper ( ) ) { for ( final object obj : spies ) { diagnostic . developerlog ( obj . tostring ( ) ) ; } } }	generate a report to the log from all the current spies .
@ deprecated public void write ( byte b [ ] , int off , int len ) { if ( len < _num ) throw new arrayindexoutofboundsexception ( len ) ; for ( int i = _num ; i < len ; ++ i ) write ( b [ off + i ] ) ; }	write a subarray of bytes.
public final void testnextbytesbytearray03 ( ) throws nosuchalgorithmexception , nosuchproviderexception { securerandom sr1 ; securerandom sr2 ; byte [ ] mybytes1 ; byte [ ] mybytes2 ; for ( int i = _num ; i < length / _num ; i += incr ) { sr1 = securerandom . getinstance ( algorithm , provider ) ; sr2 = securerandom . getinstance ( algorithm , provider ) ; boolean flag = _bool ; mybytes1 = new byte [ i ] ; mybytes2 = new byte [ i ] ; sr1 . nextbytes ( mybytes1 ) ; sr2 . nextbytes ( mybytes2 ) ; for ( int j = _num ; j < i ; j ++ ) { flag &= mybytes1 [ j ] == mybytes2 [ j ] ; } sr1 . nextbytes ( mybytes1 ) ; sr2 . nextbytes ( mybytes2 ) ; for ( int j = _num ; j < i ; j ++ ) { flag &= mybytes1 [ j ] == mybytes2 [ j ] ; } if ( flag ) { fail ( _str + i ) ; } } }	test against the " void nextbytes ( byte [ ] ) " method ; it checks out that different securerandom objects being supplied with seed by themselves return different sequencies of bytes as results of their " nextbytes ( byte [ ] ) " methods.
public cursor query ( sqlitedatabase db , string [ ] projectionin , string selection , string [ ] selectionargs , string groupby , string having , string sortorder , string limit ) { if ( mtables == null ) { return null ; } if ( mstrict && selection != null && selection . length ( ) > _num ) { string sqlforvalidation = buildquery ( projectionin , _str + selection + _str , groupby , having , sortorder , limit ) ; validatesql ( db , sqlforvalidation ) ; } string sql = buildquery ( projectionin , selection , groupby , having , sortorder , limit ) ; return db . rawquerywithfactory ( mfactory , sql , selectionargs , sqlitedatabase . findedittable ( mtables ) ) ; }	perform a query by combining all current settings and the information passed into this method .
public boolean ispaused ( ) { return _bool ; }	whether or not the game is paused .
public builder trustcertificates ( keystore truststore ) throws generalsecurityexception { sslcontext sslcontext = sslutils . gettlssslcontext ( ) ; sslutils . initsslcontext ( sslcontext , truststore , sslutils . getpkixtrustmanagerfactory ( ) ) ; return setsslsocketfactory ( sslcontext . getsocketfactory ( ) ) ; }	sets the ssl socket factory based on a root certificate trust store .
public void rejectreinvite ( int code ) { if ( slogger . isactivated ( ) ) { slogger . debug ( _str ) ; } synchronized ( mwaituseranswer ) { mreinvitestatus = invitationstatus . invitation_rejected ; mwaituseranswer . notifyall ( ) ; } }	reject the session invitation.
public static point parsepoint ( string str , spatialcontext ctx ) throws invalidshapeexception { try { double x , y ; str = str . trim ( ) ; int commaidx = str . indexof ( _str ) ; if ( commaidx == - _num ) { int spaceidx = str . indexof ( _str ) ; if ( spaceidx == - _num ) throw new invalidshapeexception ( _str + str ) ; int middleendidx = findindexnotspace ( str , spaceidx + _num , + _num ) ; x = double . parsedouble ( str . substring ( _num , spaceidx ) ) ; y = double . parsedouble ( str . substring ( middleendidx ) ) ; } else { int middlestartidx = findindexnotspace ( str , commaidx - _num , - _num ) ; int middleendidx = findindexnotspace ( str , commaidx + _num , + _num ) ; y = double . parsedouble ( str . substring ( _num , middlestartidx + _num ) ) ; x = double . parsedouble ( str . substring ( middleendidx ) ) ; } x = ctx . normx ( x ) ; y = ctx . normy ( y ) ; return ctx . makepoint ( x , y ) ; } catch ( invalidshapeexception e ) { throw e ; } catch ( exception e ) { throw new invalidshapeexception ( e . tostring ( ) , e ) ; } }	parses either " lat , lon " ( spaces optional on either comma side ) or " x y " style formats.
public boolean isprune ( ) { return prune ; }	returns the value of the prune attribute .
public void enqueuenormal ( string methodname , int count ) { deque < invocationhandler > handlers = gethandlers ( methodname ) ; for ( int i = _num ; i < count ; i ++ ) { handlers . add ( delegatehandler ) ; } }	enqueues the specified number of normal operations.
