code	desc
protected long parse date ( ) throws io { if ( utc calendar == null ) utc calendar = calendar . get instance ( time zone . get time zone ( str ) ) ; return parse date ( utc calendar ) ; }	parses a date value from the stream .
@ override public request < list < builder status > > builds ( project reference project reference ) { list < dummy builder status > current = current builder statuses . get ( project reference . name ( ) ) ; list < builder status > update = new array list < > ( ) ; if ( current != null ) { for ( dummy builder status dummy builder status : current ) { update . add ( dummy builder status ) ; } } return new dummy request < > ( update ) ; }	gets the project builds for the given project.
public string lookahead ( ) { if ( buf != null ) { return new string ( buf , buf pos , buf . length - buf pos ) ; } else { return text . substring ( pos . get index ( ) ) ; } }	returns a string containing the remainder of the characters to be returned by this iterator , without any option processing.
protected int entity index ( entity entity ) { return arrays . binary search ( entities , entity ) ; }	check whether the device contains the specified entity.
public void run test ( ) throws throwable { document doc ; node list element list ; node name node ; character data child ; doc = ( document ) load ( str , bool ) ; element list = doc . get elements by tag name ( str ) ; name node = element list . item ( num ) ; child = ( character data ) name node . get first child ( ) ; { boolean success = bool ; try { child . insert data ( - num , str ) ; } catch ( dom ex ) { success = ( ex . code == dom . index size err ) ; } assert true ( str , success ) ; } }	runs the test case .
public abstract boolean is loggable ( level level ) ;	" logger like " api to be used by rmi implementation.
public string replace tokens ( string query string , string replacement , string ... non replacement token prefixes ) { matcher matcher = token pattern . matcher ( query string ) ; string buffer buf = new string buffer ( ) ; while ( matcher . find ( ) ) { string orig token = matcher . group ( num ) ; if ( orig token != null ) { matcher . append replacement ( buf , str ) ; if ( token starts with prefix ( orig token , non replacement token prefixes ) ) { buf . append ( str + orig token + str ) ; } else { buf . append ( replacement ) ; } } } matcher . append tail ( buf ) ; return buf . to string ( ) ; }	replaces a query string with tokens of format $ { token - name } with the specified replacement string for all tokens .
public boolean is plural ( ) { return type string . contains ( suffix plural ) ; }	determine if the expression is in plural form .
public void insert ( force item item ) { try { insert ( item , root , x min , y min , x max , y max ) ; } catch ( stack overflow error e ) { e . print stack trace ( ) ; } }	inserts an item into the quadtree .
private void handle hovering ( int x , int y ) { handle cell hover ( x , y ) ; if ( column headers visible ) { handle hover on column header ( x , y ) ; } }	handles the assignment of the correct values to the hover * field variables that let the painting code now what to paint as hovered .
public static void draw circled text ( d g , font font , string text , int x , int y ) { d g2 = ( d ) g . create ( ) ; g2 . set font ( font ) ; font metrics fm = g2 . get font metrics ( ) ; int padding = num ; d bounds = fm . get string bounds ( text , g2 ) ; double th = bounds . get height ( ) ; double tw = bounds . get width ( ) ; float radius = ( float ) ( math . max ( th , tw ) / num + padding ) ; d . float circle = new d . float ( x - radius , y - radius , num * radius + num , num * radius + num ) ; g2 . fill ( circle ) ; g2 . set color ( color . black ) ; g2 . draw string ( text , ( int ) ( x - tw / num ) , ( y + fm . get ascent ( ) / num ) ) ; if ( debug ) { g2 . set color ( color . red ) ; g2 . draw line ( x - num , y , x + num , y ) ; g2 . draw line ( x , y - num , x , y + num ) ; } g2 . dispose ( ) ; }	utility function to draw a circle text centered at coordinates ( x , y ).
private void register end ( final string prefix singular , final string prefix plural , final string end string ) { prefix end list . add ( new prefix entry ( end string , prefix singular , prefix plural ) ) ; register prefix ( prefix singular , prefix plural ) ; }	define the singular and plural prefix strings for an item name to be matched at the end , for example " bottle of.
public void add observer ( observer observer ) { observers . add ( observer ) ; }	sets the observer , which will observe the iterator returned in the next call to iterator ( ) method.
public string to string ( ) { return str + subject public key info . to string ( ) + str + subject + str + str + str + attribute set . to string ( ) + str ; }	provides a short description of this request .
public system properties table model ( ) { column names = new string [ num ] ; column names [ num ] = res . get string ( str ) ; column names [ num ] = res . get string ( str ) ; data = new object [ num ] [ num ] ; }	construct a new systempropertiestablemodel .
public boolean cancel job ( long id , boolean is persistent ) { job holder holder ; synchronized ( get next job lock ) { if ( job consumer executor . is running ( id , is persistent ) ) return bool ; if ( is persistent ) { synchronized ( persistent job queue ) { holder = persistent job queue . find job by id ( id ) ; if ( holder == null ) return bool ; persistent job queue . remove ( holder ) ; } } else { synchronized ( non persistent job queue ) { holder = non persistent job queue . find job by id ( id ) ; if ( holder == null ) return bool ; non persistent job queue . remove ( holder ) ; } } } base job base job = holder . get base job ( ) ; if ( dependency injector != null ) { dependency injector . inject ( base job ) ; } base job . on cancel ( ) ; return bool ; }	cancels job which is waiting to be run .
public static boolean is simple match pattern ( string str ) { return str . index of ( str ) != - num ; }	is the str a simple match pattern .
public string read script ( string fname ) throws io { string builder sb = new string builder ( ) ; buffered reader in = null ; try { if ( fname . starts with ( str ) || fname . starts with ( str ) ) { file system fs = file system . get ( configuration manager . get cached job conf ( ) ) ; path script path = new path ( fname ) ; in = new buffered reader ( new input stream reader ( fs . open ( script path ) ) ) ; } else { in = new buffered reader ( new file reader ( fname ) ) ; } string tmp = null ; while ( ( tmp = in . read line ( ) ) != null ) { sb . append ( tmp ) ; sb . append ( str ) ; } } finally { io . close silently ( in ) ; } return sb . to string ( ) ; }	read a dml or pydml file as a string .
public static binary field accessor create ( field field , int id ) { binary write mode mode = binary utils . mode ( field . get type ( ) ) ; switch ( mode ) { case p byte : return new byte primitive accessor ( field , id ) ; case p boolean : return new boolean primitive accessor ( field , id ) ; case p short : return new short primitive accessor ( field , id ) ; case p char : return new char primitive accessor ( field , id ) ; case p int : return new int primitive accessor ( field , id ) ; case p long : return new long primitive accessor ( field , id ) ; case p float : return new float primitive accessor ( field , id ) ; case p double : return new double primitive accessor ( field , id ) ; case byte : case boolean : case short : case char : case int : case long : case float : case double : case decimal : case string : case uuid : case date : case timestamp : case byte arr : case short arr : case int arr : case long arr : case float arr : case double arr : case char arr : case boolean arr : case decimal arr : case string arr : case uuid arr : case date arr : case timestamp arr : case enum arr : case object arr : case binary obj : case binary : return new default final class accessor ( field , id , mode , bool ) ; default : return new default final class accessor ( field , id , mode , ! u . is final ( field . get type ( ) ) ) ; } }	create accessor for the field .
private string result ( url conn , boolean input ) throws io { string buffer sb = new string buffer ( ) ; if ( input ) { input stream is = conn . get input stream ( ) ; buffered reader reader = new buffered reader ( new input stream reader ( is , str ) ) ; string line = null ; while ( ( line = reader . read line ( ) ) != null ) { sb . append ( line ) ; } reader . close ( ) ; is . close ( ) ; } map < string , object > result = new hash map < string , object > ( ) ; result . put ( str , conn . get response code ( ) ) ; result . put ( str , conn . get response message ( ) ) ; result . put ( str , conn . get content type ( ) ) ; result . put ( str , sb ) ; string output = string . value of ( conn . get response code ( ) ) ; set output response code ( output ) ; gson gson = new gson ( ) ; string json = gson . to json ( result ) ; logger . info ( str + json ) ; return json ; }	report the result in json way.
public boolean is banned method ( string sig ) { return banned methods . contains ( sig ) ; }	used by the specification create to check if a method is legal to put in the spec.
private void attach plot ( svg newplot ) { this . plot = newplot ; if ( newplot == null ) { super . set svg ( null ) ; return ; } newplot . synchronize with ( synchronizer ) ; super . set svg ( newplot . get document ( ) ) ; super . set disable interactions ( newplot . get disable interactions ( ) ) ; }	attach to a new plot , and display .
public e take ( ) throws interrupted exception { final reentrant lock lock = this . lock ; lock . lock interruptibly ( ) ; try { for ( ; ; ) { e first = q . peek ( ) ; if ( first == null ) available . await ( ) ; else { long delay = first . get delay ( nanoseconds ) ; if ( delay <= num ) return q . poll ( ) ; first = null ; if ( leader != null ) available . await ( ) ; else { thread this thread = thread . current thread ( ) ; leader = this thread ; try { available . await nanos ( delay ) ; } finally { if ( leader == this thread ) leader = null ; } } } } } finally { if ( leader == null && q . peek ( ) != null ) available . signal ( ) ; lock . unlock ( ) ; } }	retrieves and removes the head of this queue , waiting if necessary until an element with an expired delay is available on this queue .
public void shutdown ( ) throws exception { try { if ( solr client != null ) solr client . close ( ) ; list < callable < jetty solr runner > > shutdowns = new array list < > ( jettys . size ( ) ) ; for ( final jetty solr runner jetty : jettys ) { shutdowns . add ( null ) ; } jettys . clear ( ) ; collection < future < jetty solr runner > > futures = executor . invoke all ( shutdowns ) ; exception shutdown error = check for exceptions ( str , futures ) ; if ( shutdown error != null ) { throw shutdown error ; } } finally { executor . shutdown ( ) ; executor . await termination ( num , time unit . seconds ) ; try { if ( ! external zk server ) { zk server . shutdown ( ) ; } } finally { system . clear property ( str ) ; } } }	shut down the cluster , including all solr nodes and zookeeper.
private static control create request control ( final class clazz , final class [ ] param types , final object [ ] params ) { constructor constructor = class utils . get constructor if available ( clazz , param types ) ; if ( constructor == null ) { ldap exception utils . generate error exception ( ldap error codes . err 10005 control contructor not found , new string [ ] { clazz . to string ( ) , string utils . array to comma delimited string ( param types ) } , logger ) ; } control result = null ; try { result = ( control ) constructor . new instance ( params ) ; } catch ( exception e ) { ldap exception utils . generate error exception ( ldap error codes . err 10006 control instance failed , new string [ ] { clazz . to string ( ) , string utils . array to comma delimited string ( param types ) , string utils . array to comma delimited string ( params ) } , logger , e ) ; } return result ; }	permite crear una instancia de la clase pasada como parametro .
private static boolean is in corner target zone ( float x , float y , float handle x , float handle y , float target radius ) { return math . abs ( x - handle x ) <= target radius && math . abs ( y - handle y ) <= target radius ; }	determines if the specified coordinate is in the target touch zone for a corner handle .
public boolean is new state ( ) { return file name . equals ( str ) ; }	tells whether this session is in a new state or not.
public boolean offer ( e e ) { final reentrant lock lock = this . lock ; lock . lock ( ) ; try { q . offer ( e ) ; if ( q . peek ( ) == e ) { leader = null ; available . signal ( ) ; } return bool ; } finally { lock . unlock ( ) ; } }	inserts the specified element into this delay queue .
public void update league history ( ) { collections . sort ( team list , new team comp poll ( ) ) ; string [ ] year top10 = new string [ num ] ; team tt ; for ( int i = num ; i < num ; ++ i ) { tt = team list . get ( i ) ; year top10 [ i ] = tt . abbr + str + tt . wins + str + tt . losses + str ; } league history . add ( year top10 ) ; }	at the end of the year , record the top 10 teams for the league ' s history .
public suffix file filter ( string [ ] suffixes , io case sensitivity ) { if ( suffixes == null ) { throw new illegal argument exception ( str ) ; } this . suffixes = new string [ suffixes . length ] ; system . arraycopy ( suffixes , num , this . suffixes , num , suffixes . length ) ; this . case sensitivity = case sensitivity == null ? io . sensitive : case sensitivity ; }	constructs a new suffix file filter for an array of suffixs specifying case - sensitivity.
private void update font ( ) { string font name = font list . get value ( ) ; integer font size = fallback font size ; try { font size = integer . parse int ( font size list . get value ( ) ) ; } catch ( number format exception ex ) { } font = new font ( font name , font . plain , font size ) ; preview . set font ( font ) ; }	creates a new font based on the current settings and also updates the preview.
public static properties read property file from file system ( final file property file location ) throws configuration exception { final properties file properties = new properties ( ) ; try { final input stream input stream = new file input stream ( property file location ) ; file properties . load ( input stream ) ; input stream . close ( ) ; } catch ( io e ) { throw new configuration exception ( str , e ) ; } return file properties ; }	reads a property file into a properties object .
public void test ( ) { assert equals ( str , curve , ecps . get curve ( ) ) ; }	test for getcurve ( ) method.
@ override public void close ( ) throws io { f input stream . close ( ) ; }	close the stream . once a stream has been closed , further read ( ) , ready ( ) , mark ( ) , or reset ( ) invocations will throw an ioexception . closing a previously - closed stream , however , has no effect .
public static void sleep ( ) { try { thread . sleep ( test settings . response wait ) ; } catch ( interrupted exception e ) { } }	current thread sleeps for a predefined amount of time.
public void add ( uri uri , http cookie cookie ) { if ( cookie == null ) { throw new null pointer exception ( str ) ; } lock . lock ( ) ; try { cookie jar . remove ( cookie ) ; if ( cookie . get max age ( ) != num ) { cookie jar . add ( cookie ) ; if ( cookie . get domain ( ) != null ) { add index ( domain index , cookie . get domain ( ) , cookie ) ; } if ( uri != null ) { add index ( uri index , get effective uri ( uri ) , cookie ) ; } } } finally { lock . unlock ( ) ; } }	add one cookie into cookie store .
public void delete ( random access file raf , random access file temp raf ) throws io , cannot write exception { flac tag empty tag = new flac tag ( null , new array list < metadata block data picture > ( ) ) ; raf . seek ( num ) ; temp raf . seek ( num ) ; write ( empty tag , raf , temp raf ) ; }	delete tag from file.
void show ( rectangle bounds ) { if ( ! is created ( ) ) { return ; } if ( log . is loggable ( platform logger . level . finer ) ) { log . finer ( str + get window ( ) + str + bounds ) ; } x . awt lock ( ) ; try { reshape ( bounds . x , bounds . y , bounds . width , bounds . height ) ; x set visible ( bool ) ; to front ( ) ; select item ( get first selectable item ( ) , bool ) ; } finally { x . awt unlock ( ) ; } }	init window if it ' s not inited yet and show it at specified coordinates.
void downcase ( final string buffer text , final int leng ) { for ( int i = num ; i < leng ; i ++ ) { if ( character . is upper case ( text . char at ( i ) ) ) { text . set char at ( i , character . to lower case ( text . char at ( i ) ) ) ; } } }	lowercase the characters up to the given length.
public int index of key ( object key ) { return key == null ? index of null ( ) : index of ( key , key . hash code ( ) ) ; }	returns the index of a key in the set .
public void release external resources ( ) { if ( ! is closed . get ( ) ) { logger . info ( str ) ; actor config . shut down actor system force ( ) ; http client store . shutdown ( ) ; tcp ssh ping resource store . shutdown ( ) ; task manager . clean wait task queue ( ) ; task manager . clean inprogress job map ( ) ; is closed . set ( bool ) ; logger . info ( str + str + str ) ; } else { logger . debug ( str ) ; } }	releases the external resources that this object depends on.
@ override public enumeration < option > list options ( ) { vector < option > new vector = new vector < option > ( num ) ; new vector . add element ( new option ( str , str , num , str ) ) ; new vector . add element ( new option ( str + str + str , str , num , str ) ) ; new vector . add element ( new option ( str + str + str , str , num , str ) ) ; new vector . add element ( new option ( str , str , num , str ) ) ; return new vector . elements ( ) ; }	returns an enumeration describing the available options .
public static bytes to name canonicalizer create root ( ) { long now = system . current time millis ( ) ; int seed = ( ( ( int ) now ) + ( ( int ) now > > > num ) ) | num ; return create root ( seed ) ; }	factory method to call to create a symbol table instance with a randomized seed value .
public void fill field values ( list < synapse update rule > rule list ) { hebbian rule synapse ref = ( hebbian rule ) rule list . get ( num ) ; if ( ! network utils . is consistent ( rule list , hebbian rule . class , str ) ) { tf learning rate . set text ( simbrain constants . null string ) ; } else { tf learning rate . set text ( double . to string ( synapse ref . get learning rate ( ) ) ) ; } }	populate fields with current data .
public static int count argument placeholders ( final string message pattern ) { if ( message pattern == null ) { return num ; } final int delim = message pattern . index of ( delim start ) ; if ( delim == - num ) { return num ; } int result = num ; boolean is escaped = bool ; for ( int i = num ; i < message pattern . length ( ) ; i ++ ) { final char cur char = message pattern . char at ( i ) ; if ( cur char == escape char ) { is escaped = ! is escaped ; } else if ( cur char == delim start ) { if ( ! is escaped && i < message pattern . length ( ) - num && message pattern . char at ( i + num ) == delim stop ) { result ++ ; i ++ ; } is escaped = bool ; } else { is escaped = bool ; } } return result ; }	counts the number of unescaped placeholders in the given messagepattern .
protected abstract boolean is end of chunk ( char curr prefix , string curr label , char next prefix , string next label ) ;	determines whether the current outcome represents the end of a chunk.
public void clear ( ) { set . clear ( ) ; fire contents changed ( this , num , num ) ; }	clears this list model .
static string to string ( @ not null final bytes buffer , long position , long len ) throws buffer underflow exception { final long pos = buffer . read position ( ) ; final long limit = buffer . read limit ( ) ; buffer . read position remaining ( position , len ) ; try { final string builder builder = new string builder ( ) ; while ( buffer . read remaining ( ) > num ) { builder . append ( ( char ) buffer . read byte ( ) ) ; } return builder . to string ( ) ; } finally { buffer . read limit ( limit ) ; buffer . read position ( pos ) ; } }	the buffer is not modified by this call.
void collect unresponsive members ( set s ) { if ( still waiting ( ) ) { internal distributed member [ ] member list = get members ( ) ; synchronized ( member list ) { for ( int i = num ; i < member list . length ; i ++ ) { internal distributed member m = member list [ i ] ; if ( m != null ) { s . add ( m ) ; } } } } }	adds any unresponsive members to s.
private void init from auth header ( string auth header ) { this . auth header = auth header ; if ( auth header == null ) throw new null pointer exception ( str ) ; matcher auth matcher = scheme pattern . matcher ( auth header ) ; if ( ! auth matcher . matches ( ) ) { throw new illegal state exception ( str + auth header ) ; } scheme = auth matcher . group ( num ) ; if ( auth matcher . group count ( ) > num ) { matcher param matcher = param pattern . matcher ( auth matcher . group ( num ) ) ; while ( param matcher . find ( ) ) { string value = param matcher . group ( num ) ; if ( value == null ) { value = param matcher . group ( num ) ; } parameters . put ( param matcher . group ( num ) , value ) ; } } }	initializes internal state from the contents of a www - authenticate header .
public string to string ( ) { string s = str ; hex dump encoder encoder = new hex dump encoder ( ) ; s += encoder . encode buffer ( octet string ) ; s += str ; return ( s ) ; }	returns a printable representation of the keyusage .
public static void add startup listener ( start up listener s ) { s startup listeners . add ( s ) ; }	add a listener to be notified when startup is complete.
public void test write2 ( ) throws exception { byte [ ] data = new byte [ ] { - num , - num , - num , - num , - num , num , num , num , num , num } ; test output stream tos = new test output stream ( ) ; cipher output stream cos = new cipher output stream ( tos , new null cipher ( ) ) ; cos . write ( data ) ; cos . flush ( ) ; byte [ ] result = tos . to byte array ( ) ; if ( ! arrays . equals ( result , data ) ) { fail ( str ) ; } try { cos . write ( null ) ; fail ( str ) ; } catch ( null pointer exception e ) { } }	write ( byte [ ] b ) method testing.
@ visible for testing static boolean should open after download ( download info download info ) { string type = download info . get mime type ( ) ; return download info . has user gesture ( ) && ! is attachment ( download info . get content disposition ( ) ) && mime types to open . contains ( type ) ; }	determines if the download should be immediately opened after downloading .
@ transactional public void save ( final list < work flow matrix > actual work flow matrix details , final string [ ] departments ) { for ( final string dept : departments ) { for ( final work flow matrix work flow matrix : actual work flow matrix details ) { final work flow matrix wf obj = work flow matrix . clone ( ) ; if ( dept . equals ( default ) ) { wf obj . set department ( str ) ; } else { wf obj . set department ( dept ) ; } workflow matrix repository . save ( wf obj ) ; } } }	this method saves the workflow matrix details for every department selected.
public void write ( string file ) throws exception { write ( new file ( file ) ) ; }	writes the current dom document into the given file .
private static boolean fields equal ( object a , object b ) { return a == b || ( a != null && a . equals ( b ) ) ; }	checks to see if two objects are equal either as nulls or through their comparator.
public static string quote if needed ( string s , string delim ) { if ( s == null ) return null ; if ( s . length ( ) == num ) return str ; for ( int i = num ; i < s . length ( ) ; i ++ ) { char c = s . char at ( i ) ; if ( c == str || c == str || c == str || character . is whitespace ( c ) || delim . index of ( c ) >= num ) { string buffer b = new string buffer ( s . length ( ) + num ) ; quote ( b , s ) ; return b . to string ( ) ; } } return s ; }	quote a string . the string is quoted only if quoting is required due to embedded delimiters , quote characters or the empty string .
public static void report ( ) { if ( license . is developer ( ) ) { for ( final object obj : spies ) { diagnostic . developer log ( obj . to string ( ) ) ; } } }	generate a report to the log from all the current spies .
@ deprecated public void write ( byte b [ ] , int off , int len ) { if ( len < num ) throw new array index out of bounds exception ( len ) ; for ( int i = num ; i < len ; ++ i ) write ( b [ off + i ] ) ; }	write a subarray of bytes.
public final void test next bytesbyte array03 ( ) throws no such algorithm exception , no such provider exception { secure random sr1 ; secure random sr2 ; byte [ ] my bytes1 ; byte [ ] my bytes2 ; for ( int i = num ; i < length / num ; i += incr ) { sr1 = secure random . get instance ( algorithm , provider ) ; sr2 = secure random . get instance ( algorithm , provider ) ; boolean flag = bool ; my bytes1 = new byte [ i ] ; my bytes2 = new byte [ i ] ; sr1 . next bytes ( my bytes1 ) ; sr2 . next bytes ( my bytes2 ) ; for ( int j = num ; j < i ; j ++ ) { flag &= my bytes1 [ j ] == my bytes2 [ j ] ; } sr1 . next bytes ( my bytes1 ) ; sr2 . next bytes ( my bytes2 ) ; for ( int j = num ; j < i ; j ++ ) { flag &= my bytes1 [ j ] == my bytes2 [ j ] ; } if ( flag ) { fail ( str + i ) ; } } }	test against the " void nextbytes ( byte [ ] ) " method ; it checks out that different securerandom objects being supplied with seed by themselves return different sequencies of bytes as results of their " nextbytes ( byte [ ] ) " methods.
public cursor query ( sq db , string [ ] projection in , string selection , string [ ] selection args , string group by , string having , string sort order , string limit ) { if ( m tables == null ) { return null ; } if ( m strict && selection != null && selection . length ( ) > num ) { string sql for validation = build query ( projection in , str + selection + str , group by , having , sort order , limit ) ; validate sql ( db , sql for validation ) ; } string sql = build query ( projection in , selection , group by , having , sort order , limit ) ; return db . raw query with factory ( m factory , sql , selection args , sq . find edit table ( m tables ) ) ; }	perform a query by combining all current settings and the information passed into this method .
public boolean is paused ( ) { return bool ; }	whether or not the game is paused .
public builder trust certificates ( key store trust store ) throws general security exception { ssl ssl context = ssl utils . get tls ssl context ( ) ; ssl utils . init ssl context ( ssl context , trust store , ssl utils . get pkix trust manager factory ( ) ) ; return set ssl socket factory ( ssl context . get socket factory ( ) ) ; }	sets the ssl socket factory based on a root certificate trust store .
public void reject re invite ( int code ) { if ( s logger . is activated ( ) ) { s logger . debug ( str ) ; } synchronized ( m wait user answer ) { m re invite status = invitation status . invitation rejected ; m wait user answer . notify all ( ) ; } }	reject the session invitation.
public static point parse point ( string str , spatial context ctx ) throws invalid shape exception { try { double x , y ; str = str . trim ( ) ; int comma idx = str . index of ( str ) ; if ( comma idx == - num ) { int space idx = str . index of ( str ) ; if ( space idx == - num ) throw new invalid shape exception ( str + str ) ; int middle end idx = find index not space ( str , space idx + num , + num ) ; x = double . parse double ( str . substring ( num , space idx ) ) ; y = double . parse double ( str . substring ( middle end idx ) ) ; } else { int middle start idx = find index not space ( str , comma idx - num , - num ) ; int middle end idx = find index not space ( str , comma idx + num , + num ) ; y = double . parse double ( str . substring ( num , middle start idx + num ) ) ; x = double . parse double ( str . substring ( middle end idx ) ) ; } x = ctx . norm x ( x ) ; y = ctx . norm y ( y ) ; return ctx . make point ( x , y ) ; } catch ( invalid shape exception e ) { throw e ; } catch ( exception e ) { throw new invalid shape exception ( e . to string ( ) , e ) ; } }	parses either " lat , lon " ( spaces optional on either comma side ) or " x y " style formats.
public boolean is prune ( ) { return prune ; }	returns the value of the prune attribute .
public void enqueue normal ( string method name , int count ) { deque < invocation handler > handlers = get handlers ( method name ) ; for ( int i = num ; i < count ; i ++ ) { handlers . add ( delegate handler ) ; } }	enqueues the specified number of normal operations.
@ suppress warnings ( str ) @ override protected object read post process ( object o ) throws exception { enumeration < object > enm ; vector < vector < ? > > deserialized ; object key ; deserialized = ( vector < vector < ? > > ) super . read post process ( o ) ; rebuild bean connections ( deserialized , regular connection ) ; enm = m . keys ( ) ; while ( enm . has more elements ( ) ) { key = enm . next element ( ) ; if ( ! ( key instanceof meta bean ) ) { continue ; } rebuild bean connections ( deserialized , key ) ; } if ( get data type ( ) == datatype usercomponents ) { remove user tool bar beans ( deserialized ) ; } return deserialized ; }	additional post - processing can happen in derived classes after reading from xml.
public static boolean can see ( i game , entity ae , targetable target ) { return can see ( game , ae , target , bool , null , null ) ; }	checks to see if the target is visible to the unit , always considering sensors .
@ override void to xml ( string builder xml , int level ) { indent ( xml , level ) ; xml . append ( str ) ; for ( int i = num ; i < bytes . length ; i ++ ) { byte b = bytes [ i ] ; if ( b < num ) xml . append ( str ) ; xml . append ( integer . to hex string ( b ) ) ; } xml . append ( str ) ; }	there is no xml representation specified for uids.
public final int read line ( char [ ] buf , int length , boolean is chop ) throws io { byte [ ] read buffer = read buffer ; int offset = num ; while ( bool ) { int read offset = read offset ; int sublen = math . min ( length , read length - read offset ) ; for ( ; sublen > num ; sublen -- ) { int ch = read buffer [ read offset ++ ] & num ; if ( ch != str ) { } else if ( is chop ) { read offset = read offset ; if ( offset > num && buf [ offset - num ] == str ) return offset - num ; else return offset ; } else { buf [ offset ++ ] = ( char ) ch ; read offset = read offset ; return offset + num ; } buf [ offset ++ ] = ( char ) ch ; } read offset = read offset ; if ( read offset <= read length ) { if ( ! read buffer ( ) ) { return offset ; } } if ( length <= offset ) return length + num ; } }	reads a line into the character buffer.
public static void goto offset ( final c model , final i offset , final boolean focus memory window ) { model . set active memory address ( offset , focus memory window ) ; }	sets the caret of a hex control to a given offset .
public list < abstract condition > to conditions list ( ) { list < abstract condition > list = new array list < > ( ) ; for ( node < abstract condition > node : to list ( ) ) { list . add ( node . get data ( ) ) ; } return list ; }	get all conditions as a plain list .
protected void init batch buffer ( ) { try { if ( ! is incremental ( ) ) { m = m . get data set ( ) ; } else { m = null ; } } catch ( exception e ) { e . print stack trace ( ) ; } }	initializes the batch buffer if necessary , i.
public bigdata sail repository connection cxn ( ) { return tl tx . get ( ) ; }	direct access to the unisolated connection.
public static int hash object ( object o ) { return o == null ? num : o . hash code ( ) ; }	null - safe hash code method for objects.
public synchronized void check access ( license checker callback callback ) { if ( m policy . allow access ( ) ) { log . i ( tag , str ) ; callback . allow ( policy . licensed ) ; } else { license validator validator = new license validator ( m policy , new null device limiter ( ) , callback , generate nonce ( ) , m package name , m version code ) ; if ( m service == null ) { log . i ( tag , str ) ; try { boolean bind result = m context . bind service ( new intent ( str ) , this , context . bind auto create ) ; if ( bind result ) { m pending checks . offer ( validator ) ; } else { log . e ( tag , str ) ; handle service connection error ( validator ) ; } } catch ( exception e ) { callback . application error ( license checker callback . error missing permission ) ; } } else { m pending checks . offer ( validator ) ; run checks ( ) ; } } }	checks if the user should have access to the app.
public area ( final rp zone , int x , int y , int width , int height ) { this . zone = zone ; final d myshape = new d . double ( ) ; myshape . set rect ( x , y , width , height ) ; this . shape = myshape ; }	creates a new area .
